year,team_slug,team_name,player_norm,player_name,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,sources,source_count,source_record_count,position_sources,school_sources,visit_type_sources,backfilled_position,backfilled_school,backfilled_visit_type,raw_visit_codes,raw_visit_markers
2020,atlanta-falcons,Atlanta Falcons,jamescostin,James Costin,DL,DL,Miami (Ohio),pro_day_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,jamesproche,James Proche,WR,WR,SMU,senior_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,javarisdavis,Javaris Davis,CB,CB,Auburn,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,javonkinlaw,Javon Kinlaw,DT,DT,South Carolina,combine_meeting|meeting_unspecified,reported,nfltraderumors,1,2,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,jonrunyan,Jon Runyan,OT,OT,Michigan,shrine_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,jonathantaylor,Jonathan Taylor,RB,RB,Wisconsin,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,jordanlove,Jordan Love,QB,QB,Utah State,senior_bowl_meeting|shrine_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,joshjones,Josh Jones,OT,OT,Houston,senior_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,joshmetellus,Josh Metellus,S,S,Michigan,senior_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,justingooseberry,Justin Gooseberry,OT,OT,Rice,virtual_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,klavonchaisson,K'Lavon Chaisson,DE,DE,LSU,combine_meeting|general_visit,reported,nfltraderumors,1,2,1,1,1,False,False,False,,
2020,atlanta-falcons,Atlanta Falcons,keithwashington,Keith Washington,CB,CB,West Virginia,shrine_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
